"location","time_period","rainfall","mean_temperature","net_time"
"CSB1 AMBALAVOLO",2023-01-01,350.604641215786,25.2598772075579,1.42191780821918
"CSB1 AMBALAVOLO",2023-02-01,233.615319817791,24.8936169955737,1.50684931506849
"CSB1 AMBALAVOLO",2023-03-01,193.396807993228,24.2660042010904,1.58356164383562
"CSB1 AMBALAVOLO",2023-04-01,99.5059667602988,23.2500177283067,1.66849315068493
"CSB1 AMBALAVOLO",2023-05-01,0,21.9808006303765,1.75068493150685
"CSB1 AMBALAVOLO",2023-06-01,0,20.5122175966805,1.83561643835616
"CSB1 AMBALAVOLO",2023-07-01,0,19.2214215825594,1.91780821917808
"CSB1 AMBALAVOLO",2023-08-01,0,20.3890291910335,2.0027397260274
"CSB1 AMBALAVOLO",2023-09-01,0,22.9927292853334,2.08767123287671
"CSB1 AMBALAVOLO",2023-10-01,97.1056310066544,26.0524842651664,2.16986301369863
"CSB1 AMBALAVOLO",2023-11-01,48.4208030453,25.651460575686,2.25479452054795
"CSB1 AMBALAVOLO",2023-12-01,159.322810228336,26.3323243233481,2.33698630136986
"CSB1 AMBODIARA SUD",2023-01-01,355.798273197629,24.1326164002179,1.42191780821918
"CSB1 AMBODIARA SUD",2023-02-01,232.404933711521,24.0211979031068,1.50684931506849
"CSB1 AMBODIARA SUD",2023-03-01,258.865432935977,23.367266344045,1.58356164383562
"CSB1 AMBODIARA SUD",2023-04-01,74.7100214691972,22.247179968204,1.66849315068493
"CSB1 AMBODIARA SUD",2023-05-01,0,20.8054928636432,1.75068493150685
"CSB1 AMBODIARA SUD",2023-06-01,0,19.136213738505,1.83561643835616
"CSB1 AMBODIARA SUD",2023-07-01,0,17.8815129685574,1.91780821917808
"CSB1 AMBODIARA SUD",2023-08-01,0,19.0070931290797,2.0027397260274
"CSB1 AMBODIARA SUD",2023-09-01,0,21.9541117362778,2.08767123287671
"CSB1 AMBODIARA SUD",2023-10-01,111.463559875375,25.153641488243,2.16986301369863
"CSB1 AMBODIARA SUD",2023-11-01,53.9532190907614,24.7828217988342,2.25479452054795
"CSB1 AMBODIARA SUD",2023-12-01,201.836470592163,25.1213605507536,2.33698630136986
"CSB1 AMBODIMANGA NORD",2023-01-01,337.63345440131,23.5760913026361,1.42191780821918
"CSB1 AMBODIMANGA NORD",2023-02-01,200.617399350566,23.5219150269001,1.50684931506849
"CSB1 AMBODIMANGA NORD",2023-03-01,249.041519064713,22.9547457026141,1.58356164383562
"CSB1 AMBODIMANGA NORD",2023-04-01,75.0470074336492,22.0613811218737,1.66849315068493
"CSB1 AMBODIMANGA NORD",2023-05-01,0,20.7334238580632,1.75068493150685
"CSB1 AMBODIMANGA NORD",2023-06-01,0,18.9852725220229,1.83561643835616
"CSB1 AMBODIMANGA NORD",2023-07-01,0,17.7471065629302,1.91780821917808
"CSB1 AMBODIMANGA NORD",2023-08-01,0,19.0162605937503,2.0027397260274
"CSB1 AMBODIMANGA NORD",2023-09-01,0,22.1222074426957,2.08767123287671
"CSB1 AMBODIMANGA NORD",2023-10-01,100.048211886715,25.2443664827799,2.16986301369863
"CSB1 AMBODIMANGA NORD",2023-11-01,40.9216948863369,24.6869430214961,2.25479452054795
"CSB1 AMBODIMANGA NORD",2023-12-01,199.997133240794,24.7855620904684,2.33698630136986
"CSB1 ANALAMARINA NORD",2023-01-01,324.973082749685,24.1906665592669,1.42191780821918
"CSB1 ANALAMARINA NORD",2023-02-01,223.597426022547,23.9746007115704,1.50684931506849
"CSB1 ANALAMARINA NORD",2023-03-01,230.95056218594,23.7008132104302,1.58356164383562
"CSB1 ANALAMARINA NORD",2023-04-01,74.7409099590823,22.8809413527829,1.66849315068493
"CSB1 ANALAMARINA NORD",2023-05-01,29.8060774110981,21.3134256330501,1.75068493150685
"CSB1 ANALAMARINA NORD",2023-06-01,0,19.6968840251085,1.83561643835616
"CSB1 ANALAMARINA NORD",2023-07-01,0,18.5604186812551,1.91780821917808
"CSB1 ANALAMARINA NORD",2023-08-01,3.61409395973154,19.5930228010083,2.0027397260274
"CSB1 ANALAMARINA NORD",2023-09-01,0,22.3089832132383,2.08767123287671
"CSB1 ANALAMARINA NORD",2023-10-01,77.8228462546149,25.2980782183274,2.16986301369863
"CSB1 ANALAMARINA NORD",2023-11-01,33.6974638348288,24.8272846024039,2.25479452054795
"CSB1 ANALAMARINA NORD",2023-12-01,145.717630750096,25.3681240366554,2.33698630136986
"CSB1 MAHASOA",2023-01-01,300.731136918068,25.8756323005081,1.42191780821918
"CSB1 MAHASOA",2023-02-01,170.426389694214,25.6227140207341,1.50684931506849
"CSB1 MAHASOA",2023-03-01,164.670071125031,25.2701293041811,1.58356164383562
"CSB1 MAHASOA",2023-04-01,43.5310835838318,24.176117504876,1.66849315068493
"CSB1 MAHASOA",2023-05-01,0,22.6323802708106,1.75068493150685
"CSB1 MAHASOA",2023-06-01,0,21.2266828903118,1.83561643835616
"CSB1 MAHASOA",2023-07-01,0,20.3927634057423,1.91780821917808
"CSB1 MAHASOA",2023-08-01,9,21.1422539122157,2.0027397260274
"CSB1 MAHASOA",2023-09-01,0,23.8531697878525,2.08767123287671
"CSB1 MAHASOA",2023-10-01,21.3635547161102,26.4251274058477,2.16986301369863
"CSB1 MAHASOA",2023-11-01,11.8713314533234,26.012065398824,2.25479452054795
"CSB1 MAHASOA",2023-12-01,154.525606155396,26.7087118492977,2.33698630136986
"CSB1 MAROMANANA",2023-01-01,317.256396134365,22.1285968554432,1.42191780821918
"CSB1 MAROMANANA",2023-02-01,166.906281991009,22.39190934615,1.50684931506849
"CSB1 MAROMANANA",2023-03-01,229.297836759911,22.410448623538,1.58356164383562
"CSB1 MAROMANANA",2023-04-01,73.1452195644379,21.7126522114571,1.66849315068493
"CSB1 MAROMANANA",2023-05-01,0,20.2913869295178,1.75068493150685
"CSB1 MAROMANANA",2023-06-01,0,18.8172508760536,1.83561643835616
"CSB1 MAROMANANA",2023-07-01,0,17.7213335611962,1.91780821917808
"CSB1 MAROMANANA",2023-08-01,0,18.7557530670818,2.0027397260274
"CSB1 MAROMANANA",2023-09-01,0,21.9497130626453,2.08767123287671
"CSB1 MAROMANANA",2023-10-01,129.107413994893,25.1059484764428,2.16986301369863
"CSB1 MAROMANANA",2023-11-01,37.3081789402014,24.2638525969572,2.25479452054795
"CSB1 MAROMANANA",2023-12-01,185.102832392654,23.9520955661807,2.33698630136986
"CSB2 AMBIABE",2023-01-01,306.621135720672,23.835366980807,1.42191780821918
"CSB2 AMBIABE",2023-02-01,144.72930049819,23.9794611402805,1.50684931506849
"CSB2 AMBIABE",2023-03-01,184.112265674304,23.4989712069562,1.58356164383562
"CSB2 AMBIABE",2023-04-01,50.1060709142783,22.5372716042519,1.66849315068493
"CSB2 AMBIABE",2023-05-01,15.3126163606559,20.986573224894,1.75068493150685
"CSB2 AMBIABE",2023-06-01,4.990980276269,19.5729941875395,1.83561643835616
"CSB2 AMBIABE",2023-07-01,15.480871535526,18.6181603487224,1.91780821917808
"CSB2 AMBIABE",2023-08-01,0.160228898426323,19.6184611744214,2.0027397260274
"CSB2 AMBIABE",2023-09-01,0.405427049396911,22.4715872113788,2.08767123287671
"CSB2 AMBIABE",2023-10-01,38.9956054530931,25.1312297819616,2.16986301369863
"CSB2 AMBIABE",2023-11-01,22.1197965130623,24.1822788547686,2.25479452054795
"CSB2 AMBIABE",2023-12-01,173.111240897222,24.6803914376415,2.33698630136986
"CSB2 AMBOHIMANGA DU SUD",2023-01-01,340.630709421029,23.5965056556379,1.42191780821918
"CSB2 AMBOHIMANGA DU SUD",2023-02-01,212.095625529013,23.5864428292779,1.50684931506849
"CSB2 AMBOHIMANGA DU SUD",2023-03-01,246.793567937634,23.3533659965264,1.58356164383562
"CSB2 AMBOHIMANGA DU SUD",2023-04-01,76.2108332623629,22.1451933487508,1.66849315068493
"CSB2 AMBOHIMANGA DU SUD",2023-05-01,8.70394392666649,20.6546842208461,1.75068493150685
"CSB2 AMBOHIMANGA DU SUD",2023-06-01,0,19.1527622193201,1.83561643835616
"CSB2 AMBOHIMANGA DU SUD",2023-07-01,0,17.9664584731129,1.91780821917808
"CSB2 AMBOHIMANGA DU SUD",2023-08-01,1,19.0054227753269,2.0027397260274
"CSB2 AMBOHIMANGA DU SUD",2023-09-01,0,21.9948164036803,2.08767123287671
"CSB2 AMBOHIMANGA DU SUD",2023-10-01,124.428742274511,25.2269078437702,2.16986301369863
"CSB2 AMBOHIMANGA DU SUD",2023-11-01,41.2538119841147,24.7995955389989,2.25479452054795
"CSB2 AMBOHIMANGA DU SUD",2023-12-01,185.766551841153,24.9539791459162,2.33698630136986
"CSB2 AMBOHIMIERA",2023-01-01,321.632001395575,22.4079834113037,1.42191780821918
"CSB2 AMBOHIMIERA",2023-02-01,180.562246101026,22.4753723619794,1.50684931506849
"CSB2 AMBOHIMIERA",2023-03-01,219.584195215378,22.2168782020563,1.58356164383562
"CSB2 AMBOHIMIERA",2023-04-01,74.1694383110411,21.3970867190322,1.66849315068493
"CSB2 AMBOHIMIERA",2023-05-01,13.2500731368402,19.9339951427856,1.75068493150685
"CSB2 AMBOHIMIERA",2023-06-01,0.462581390142441,18.4888412527961,1.83561643835616
"CSB2 AMBOHIMIERA",2023-07-01,1.48426208595435,17.3576951812024,1.91780821917808
"CSB2 AMBOHIMIERA",2023-08-01,0,18.3252500384907,2.0027397260274
"CSB2 AMBOHIMIERA",2023-09-01,0.0464013020197551,21.2964293097622,2.08767123287671
"CSB2 AMBOHIMIERA",2023-10-01,87.9315542333398,24.3041803007054,2.16986301369863
"CSB2 AMBOHIMIERA",2023-11-01,31.5264706962749,23.5781416418653,2.25479452054795
"CSB2 AMBOHIMIERA",2023-12-01,170.853007408402,23.8596054469464,2.33698630136986
"CSB2 AMPASINAMBO",2023-01-01,335.853246121023,23.491663176138,1.42191780821918
"CSB2 AMPASINAMBO",2023-02-01,225.238376811147,22.9818590848064,1.50684931506849
"CSB2 AMPASINAMBO",2023-03-01,201.528457439003,22.1208543027166,1.58356164383562
"CSB2 AMPASINAMBO",2023-04-01,100.69019695486,21.3184947971483,1.66849315068493
"CSB2 AMPASINAMBO",2023-05-01,0,20.1317701027686,1.75068493150685
"CSB2 AMPASINAMBO",2023-06-01,0,18.3849812572782,1.83561643835616
"CSB2 AMPASINAMBO",2023-07-01,0,16.8612536754947,1.91780821917808
"CSB2 AMPASINAMBO",2023-08-01,0,18.412963080994,2.0027397260274
"CSB2 AMPASINAMBO",2023-09-01,0,21.4094673098291,2.08767123287671
"CSB2 AMPASINAMBO",2023-10-01,91.8874914365319,24.1587855456517,2.16986301369863
"CSB2 AMPASINAMBO",2023-11-01,174.57191117767,23.9586263895045,2.25479452054795
"CSB2 AMPASINAMBO",2023-12-01,139.240830159961,24.5794015177337,2.33698630136986
"CSB2 ANALAMPASINA",2023-01-01,329.694962461789,21.8905777641989,1.42191780821918
"CSB2 ANALAMPASINA",2023-02-01,180.054340942038,22.5396869751829,1.50684931506849
"CSB2 ANALAMPASINA",2023-03-01,234.316966268751,22.4153376174793,1.58356164383562
"CSB2 ANALAMPASINA",2023-04-01,94.7210239304435,21.5968452026439,1.66849315068493
"CSB2 ANALAMPASINA",2023-05-01,0,20.1355368882359,1.75068493150685
"CSB2 ANALAMPASINA",2023-06-01,0,18.6327375459704,1.83561643835616
"CSB2 ANALAMPASINA",2023-07-01,0,17.4093623749733,1.91780821917808
"CSB2 ANALAMPASINA",2023-08-01,0,18.4815318172533,2.0027397260274
"CSB2 ANALAMPASINA",2023-09-01,0,21.7469066759947,2.08767123287671
"CSB2 ANALAMPASINA",2023-10-01,104.677998701731,24.8619407205806,2.16986301369863
"CSB2 ANALAMPASINA",2023-11-01,40.6911410623127,23.8643329835514,2.25479452054795
"CSB2 ANALAMPASINA",2023-12-01,186.635924074385,23.4058483971061,2.33698630136986
"CSB2 ANDRORANGAVOLA",2023-01-01,306.196038940534,25.3867051855399,1.42191780821918
"CSB2 ANDRORANGAVOLA",2023-02-01,154.362204260601,25.0429465243904,1.50684931506849
"CSB2 ANDRORANGAVOLA",2023-03-01,175.878559751963,24.392161312602,1.58356164383562
"CSB2 ANDRORANGAVOLA",2023-04-01,46.8911624565926,23.4659496564896,1.66849315068493
"CSB2 ANDRORANGAVOLA",2023-05-01,3.09274610968268,21.9467029947359,1.75068493150685
"CSB2 ANDRORANGAVOLA",2023-06-01,1.08841412932593,20.5407144911148,1.83561643835616
"CSB2 ANDRORANGAVOLA",2023-07-01,3.3548735793756,19.6449316401074,1.91780821917808
"CSB2 ANDRORANGAVOLA",2023-08-01,6.12678547280528,20.5821059288703,2.0027397260274
"CSB2 ANDRORANGAVOLA",2023-09-01,0.0918635756385569,23.3430088291336,2.08767123287671
"CSB2 ANDRORANGAVOLA",2023-10-01,30.3020223268318,25.8607486867854,2.16986301369863
"CSB2 ANDRORANGAVOLA",2023-11-01,15.2767845295695,25.2075570094579,2.25479452054795
"CSB2 ANDRORANGAVOLA",2023-12-01,161.858189808074,26.1645776089696,2.33698630136986
"CSB2 ANTARETRA",2023-01-01,319.993409561921,25.6791447512127,1.42191780821918
"CSB2 ANTARETRA",2023-02-01,215.691356223538,25.3260574211812,1.50684931506849
"CSB2 ANTARETRA",2023-03-01,229.608060470334,24.5530114899116,1.58356164383562
"CSB2 ANTARETRA",2023-04-01,54.4195728125417,23.6936399164948,1.66849315068493
"CSB2 ANTARETRA",2023-05-01,4.56583714365852,22.1404864029855,1.75068493150685
"CSB2 ANTARETRA",2023-06-01,0,20.7243239791992,1.83561643835616
"CSB2 ANTARETRA",2023-07-01,0,19.7970446145128,1.91780821917808
"CSB2 ANTARETRA",2023-08-01,0.717032967032967,20.7191790490874,2.0027397260274
"CSB2 ANTARETRA",2023-09-01,0,23.2537798561212,2.08767123287671
"CSB2 ANTARETRA",2023-10-01,25.6959205920213,25.5852783224993,2.16986301369863
"CSB2 ANTARETRA",2023-11-01,21.4798782122736,25.0852962796585,2.25479452054795
"CSB2 ANTARETRA",2023-12-01,157.085866637324,26.0465502798537,2.33698630136986
"CSB2 ATSINDRA",2023-01-01,350.934548795878,24.9541321487689,1.42191780821918
"CSB2 ATSINDRA",2023-02-01,265.596115443524,24.9606922032255,1.50684931506849
"CSB2 ATSINDRA",2023-03-01,228.228172610466,24.6799650520393,1.58356164383562
"CSB2 ATSINDRA",2023-04-01,82.3069840403125,23.412303426255,1.66849315068493
"CSB2 ATSINDRA",2023-05-01,42.0650764201843,21.9556505804393,1.75068493150685
"CSB2 ATSINDRA",2023-06-01,0,20.5949656189162,1.83561643835616
"CSB2 ATSINDRA",2023-07-01,0,19.3632397361869,1.91780821917808
"CSB2 ATSINDRA",2023-08-01,5.49583058249962,20.4462244580842,2.0027397260274
"CSB2 ATSINDRA",2023-09-01,0,23.0484190746942,2.08767123287671
"CSB2 ATSINDRA",2023-10-01,96.9254117019464,26.1506307453072,2.16986301369863
"CSB2 ATSINDRA",2023-11-01,47.8865719046842,25.5115643104038,2.25479452054795
"CSB2 ATSINDRA",2023-12-01,162.142445253445,25.8615909531866,2.33698630136986
"CSB2 FASINTSARA",2023-01-01,343.599654779198,24.1736109695643,1.42191780821918
"CSB2 FASINTSARA",2023-02-01,223.53938029905,23.7920393038188,1.50684931506849
"CSB2 FASINTSARA",2023-03-01,221.24421331995,23.0119032734089,1.58356164383562
"CSB2 FASINTSARA",2023-04-01,87.735182559184,22.0699939301614,1.66849315068493
"CSB2 FASINTSARA",2023-05-01,0,20.7905553417294,1.75068493150685
"CSB2 FASINTSARA",2023-06-01,0,18.9902503312648,1.83561643835616
"CSB2 FASINTSARA",2023-07-01,0,17.6416674994041,1.91780821917808
"CSB2 FASINTSARA",2023-08-01,0,19.0227863405028,2.0027397260274
"CSB2 FASINTSARA",2023-09-01,0,22.0323658536458,2.08767123287671
"CSB2 FASINTSARA",2023-10-01,99.1034345449748,25.0640383201603,2.16986301369863
"CSB2 FASINTSARA",2023-11-01,46.1080083959192,24.7913185055214,2.25479452054795
"CSB2 FASINTSARA",2023-12-01,173.069557824238,25.3064911418568,2.33698630136986
"CSB2 IFANADIANA",2023-01-01,312.213242639203,24.056069750878,1.42191780821918
"CSB2 IFANADIANA",2023-02-01,175.787435726844,23.9140157922219,1.50684931506849
"CSB2 IFANADIANA",2023-03-01,207.074585968275,23.5759776154654,1.58356164383562
"CSB2 IFANADIANA",2023-04-01,60.4168890623574,22.7451417667681,1.66849315068493
"CSB2 IFANADIANA",2023-05-01,2.06487530438401,21.2591772274029,1.75068493150685
"CSB2 IFANADIANA",2023-06-01,0,19.732987125108,1.83561643835616
"CSB2 IFANADIANA",2023-07-01,0,18.7382698491944,1.91780821917808
"CSB2 IFANADIANA",2023-08-01,0,19.7673262666721,2.0027397260274
"CSB2 IFANADIANA",2023-09-01,0,22.4860728687534,2.08767123287671
"CSB2 IFANADIANA",2023-10-01,33.8721775523476,25.1322625868538,2.16986301369863
"CSB2 IFANADIANA",2023-11-01,23.8435720520421,24.3135740689808,2.25479452054795
"CSB2 IFANADIANA",2023-12-01,161.479137928736,24.8320853024002,2.33698630136986
"CSB2 KELILALINA",2023-01-01,311.355609142833,23.2942065982841,1.42191780821918
"CSB2 KELILALINA",2023-02-01,169.432698463954,23.3221089275436,1.50684931506849
"CSB2 KELILALINA",2023-03-01,194.473438926527,23.014173751715,1.58356164383562
"CSB2 KELILALINA",2023-04-01,63.9761173813133,22.2172958437134,1.66849315068493
"CSB2 KELILALINA",2023-05-01,10.9317290240203,20.8278639079207,1.75068493150685
"CSB2 KELILALINA",2023-06-01,2.55236252387725,19.319863225387,1.83561643835616
"CSB2 KELILALINA",2023-07-01,7.97598139292977,18.200490805173,1.91780821917808
"CSB2 KELILALINA",2023-08-01,0,19.4831833763644,2.0027397260274
"CSB2 KELILALINA",2023-09-01,0.198453437058673,22.3441819261785,2.08767123287671
"CSB2 KELILALINA",2023-10-01,41.0175551273053,24.9178355362572,2.16986301369863
"CSB2 KELILALINA",2023-11-01,27.0562684136832,23.8580456378344,2.25479452054795
"CSB2 KELILALINA",2023-12-01,167.366938873443,24.1381010751102,2.33698630136986
"CSB2 MAROHARATRA",2023-01-01,348.448667554305,24.6623867570628,1.42191780821918
"CSB2 MAROHARATRA",2023-02-01,231.736790297629,24.2178195710422,1.50684931506849
"CSB2 MAROHARATRA",2023-03-01,199.53597057488,23.4686044357417,1.58356164383562
"CSB2 MAROHARATRA",2023-04-01,95.6967348783508,22.4372897104505,1.66849315068493
"CSB2 MAROHARATRA",2023-05-01,0,21.1316475488457,1.75068493150685
"CSB2 MAROHARATRA",2023-06-01,0,19.5786601832103,1.83561643835616
"CSB2 MAROHARATRA",2023-07-01,0,18.2542134142162,1.91780821917808
"CSB2 MAROHARATRA",2023-08-01,0,19.4350511581308,2.0027397260274
"CSB2 MAROHARATRA",2023-09-01,0,22.2178541512703,2.08767123287671
"CSB2 MAROHARATRA",2023-10-01,98.5759574336877,25.2793550674624,2.16986301369863
"CSB2 MAROHARATRA",2023-11-01,46.4936323143556,25.0165038417177,2.25479452054795
"CSB2 MAROHARATRA",2023-12-01,165.741527814014,25.7922110658666,2.33698630136986
"CSB2 MAROTOKO",2023-01-01,299.986494239351,25.5208193994612,1.42191780821918
"CSB2 MAROTOKO",2023-02-01,152.969789777455,25.3916775875003,1.50684931506849
"CSB2 MAROTOKO",2023-03-01,160.773945923881,24.9800008838431,1.58356164383562
"CSB2 MAROTOKO",2023-04-01,43.325797513077,23.9966650543848,1.66849315068493
"CSB2 MAROTOKO",2023-05-01,0.464059894735163,22.3566035118755,1.75068493150685
"CSB2 MAROTOKO",2023-06-01,0.163314196629958,20.9739998428628,1.83561643835616
"CSB2 MAROTOKO",2023-07-01,0.503391557173295,20.1801118759723,1.91780821917808
"CSB2 MAROTOKO",2023-08-01,5.40927197802198,21.0179869963365,2.0027397260274
"CSB2 MAROTOKO",2023-09-01,0.0137839317321777,23.7196298402738,2.08767123287671
"CSB2 MAROTOKO",2023-10-01,41.167949223672,26.3875131979775,2.16986301369863
"CSB2 MAROTOKO",2023-11-01,12.0493472539563,25.7673586483994,2.25479452054795
"CSB2 MAROTOKO",2023-12-01,168.699277443226,26.4450953148305,2.33698630136986
"CSB2 RANOMAFANA",2023-01-01,310.538046888396,22.1464256724381,1.42191780821918
"CSB2 RANOMAFANA",2023-02-01,141.952301411173,22.0018448918584,1.50684931506849
"CSB2 RANOMAFANA",2023-03-01,167.701652146198,21.5416883890117,1.58356164383562
"CSB2 RANOMAFANA",2023-04-01,61.9913881861176,21.0062725426392,1.66849315068493
"CSB2 RANOMAFANA",2023-05-01,34.3695525447176,19.7501220068108,1.75068493150685
"CSB2 RANOMAFANA",2023-06-01,8.89148712243689,18.3574056739918,1.83561643835616
"CSB2 RANOMAFANA",2023-07-01,27.9663666986384,17.2062787323013,1.91780821917808
"CSB2 RANOMAFANA",2023-08-01,0,18.2160977863991,2.0027397260274
"CSB2 RANOMAFANA",2023-09-01,0.69905399229099,21.084679589423,2.08767123287671
"CSB2 RANOMAFANA",2023-10-01,57.716963923263,23.7417475997805,2.16986301369863
"CSB2 RANOMAFANA",2023-11-01,26.2031904550609,22.9858418045661,2.25479452054795
"CSB2 RANOMAFANA",2023-12-01,180.180788317269,23.4315224137482,2.33698630136986
"CSB2 TSARATANANA",2023-01-01,309.203315546434,24.347054872527,1.42191780821918
"CSB2 TSARATANANA",2023-02-01,216.455694348219,24.09755839509,1.50684931506849
"CSB2 TSARATANANA",2023-03-01,216.858596669879,23.8444121651919,1.58356164383562
"CSB2 TSARATANANA",2023-04-01,77.4194922685753,23.1244778208803,1.66849315068493
"CSB2 TSARATANANA",2023-05-01,27.7250574804171,21.5680683809833,1.75068493150685
"CSB2 TSARATANANA",2023-06-01,0,20.0645715134441,1.83561643835616
"CSB2 TSARATANANA",2023-07-01,0,19.0401602782045,1.91780821917808
"CSB2 TSARATANANA",2023-08-01,2.14304812834225,20.1098516961655,2.0027397260274
"CSB2 TSARATANANA",2023-09-01,0,22.7158429480964,2.08767123287671
"CSB2 TSARATANANA",2023-10-01,33.9828957998739,25.5816620799687,2.16986301369863
"CSB2 TSARATANANA",2023-11-01,32.9825252452686,24.9009748608486,2.25479452054795
"CSB2 TSARATANANA",2023-12-01,159.074317086888,25.4014557936478,2.33698630136986
